"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"NBIX","Neurocrine Biosciences, Inc.","78.43","7123111970.81","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nbix",
"NURO","NeuroMetrix, Inc.","0.96","7565244.48","n/a","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nuro",
"NUROW","NeuroMetrix, Inc.","0.0493","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nurow",
"STIM","Neuronetics, Inc.","15.56","284064667.04","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/stim",
"NTRP","Neurotrope, Inc.","5.5","71073035","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntrp",
"NBEV","New Age Beverages Corporation","5.27","397319750.34","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/nbev",
"NFE","New Fortress Energy LLC","10.77","1808240953.92","n/a","2019","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfe",
"NYMT","New York Mortgage Trust, Inc.","6.19","1069883221.15","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymt",
"NYMTN","New York Mortgage Trust, Inc.","24.0448","129841920","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymtn",
"NYMTO","New York Mortgage Trust, Inc.","24.68","88848000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymto",
"NYMTP","New York Mortgage Trust, Inc.","24.7301","74190300","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nymtp",
"NEWA","Newater Technology, Inc.","7.61","82256490","n/a","2017","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/newa",
"NWL","Newell Brands Inc.","15.15","6409702738.35","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/nwl",
"NLNK","NewLink Genetics Corporation","1.59","59269002.18","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nlnk",
"NMRK","Newmark Group, Inc.","8.38","1492962967.36","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/nmrk",
"NWS","News Corporation","12.63","7387990857.27","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nws",
"NWSA","News Corporation","12.52","7323645727.08","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nwsa",
"NEWT","Newtek Business Services Corp.","20.77","395848388.97","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newt",
"NEWTI","Newtek Business Services Corp.","25.62","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newti",
"NEWTZ","Newtek Business Services Corp.","26.26","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newtz",
"NXST","Nexstar Media Group, Inc.","115.3","5274478287.6","n/a","2003","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/nxst",
"NEXT","NextDecade Corporation","5.16","567784593.84","n/a","2015","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/next",
"NXGN","NextGen Healthcare, Inc.","16.8","1086908138.4","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nxgn",
"BIMI","NF Energy Saving Corporation","4.0795","30895232.4755","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/bimi",
"NGM","NGM Biopharmaceuticals, Inc.","15.45","1004152757.7","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ngm",
"NODK","NI Holdings, Inc.","16.07","356906648.93","n/a","2017","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nodk",
"EGOV","NIC Inc.","16.96","1145265874.24","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/egov",
"NICE","NICE Ltd","133.7","5610334240.7","41962111","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/nice",
"NICK","Nicholas Financial, Inc.","9.35","73957078.8","n/a","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/nick",
"NCBS","Nicolet Bankshares Inc.","60.46","572080863.48","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ncbs",
"NITE","Nightstar Therapeutics plc","25.51","369810153.74","14496674","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nite",
"NIHD","NII Holdings, Inc.","1.93","195659478.24","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/nihd",
"NIU","Niu Technologies","9.3","65100000","7000000","2018","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/niu",
"LASR","nLIGHT, Inc.","24.47","899244604.2","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/lasr",
"NMIH","NMI Holdings Inc","26.49","1787380591.14","n/a","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nmih",
"NNBR","NN, Inc.","9.72","411806860.92","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nnbr",
"NDLS","Noodles & Company","6.85","300941317.15","n/a","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ndls",
"NDSN","Nordson Corporation","146.1","8375206022.1","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ndsn",
"NSYS","Nortech Systems Incorporated","4.1499","11141120.3328","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nsys",
"NBN","Northeast Bancorp","21.64","195666023.52","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbn",
"NTIC","Northern Technologies International Corporation","26.07","118290226.56","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/ntic",
"NTRS","Northern Trust Corporation","91.87","20073422560.01","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ntrs",
"NTRSP","Northern Trust Corporation","25.58","5589181986.34","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ntrsp",
"NFBK","Northfield Bancorp, Inc.","14.36","714750116.6","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nfbk",
"NRIM","Northrim BanCorp Inc","34.61","238113408.22","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nrim",
"NWBI","Northwest Bancshares, Inc.","17.21","1826870085.81","n/a","2009","Finance","Major Banks","https://www.nasdaq.com/symbol/nwbi",
"NWPX","Northwest Pipe Company","25.71","250288264.05","n/a","1995","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/nwpx",
"NCLH","Norwegian Cruise Line Holdings Ltd.","56.92","12259815119.16","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nclh",
"NWFL","Norwood Financial Corp.","32","201496064","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nwfl",
"NVFY","Nova Lifestyle, Inc","0.9804","27251673.894","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/nvfy",
"NVMI","Nova Measuring Instruments Ltd.","28.72","802010279.28","n/a","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/nvmi",
"NOVN","Novan, Inc.","0.783","20412601.722","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/novn",
"NOVT","Novanta Inc.","84.53","2958378995.81","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/novt",
"NVAX","Novavax, Inc.","0.5216","244867145.3728","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nvax",
"NVLN","Novelion Therapeutics Inc. ","1.34","24834258.86","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvln",
"NVCR","NovoCure Limited","42.22","4037759012.96","n/a","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcr",
"NVMM","Novume Solutions, Inc.","0.68","13169980.92","n/a","n/a","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/nvmm",
"NVUS","Novus Therapeutics, Inc.","4.24","40001190.32","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvus",
"NUAN","Nuance Communications, Inc.","16.61","4740794043.04","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nuan",
"NCNA","NuCana plc","13.55","157797338","11645560","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ncna",
"NTNX","Nutanix, Inc.","42.84","7801142494.32","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntnx",
"NUVA","NuVasive, Inc.","53.69","2784174357.51","n/a","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nuva",
"NVTR","Nuvectra Corporation","9.71","172762689.24","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvtr",
"QQQX","Nuveen NASDAQ 100 Dynamic Overwrite Fund","22.91","886160907.72","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqqx",
"NVEE","NV5 Global, Inc.","61.43","771875014.45","n/a","2013","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/nvee",
"NVEC","NVE Corporation","100.68","487896286.8","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","186.3","113362502248.8","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","100.59","29451715721.82","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/nxpi",
"NXTD","NXT-ID Inc.","0.9301","26889492.3524","n/a","n/a","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/nxtd",
"NXTDW","NXT-ID Inc.","0.0351","0","n/a","n/a","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/nxtdw",
"NYMX","Nymox Pharmaceutical Corporation","2.09","135173375.04","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/nymx",
"OIIM","O2Micro International Limited","1.51","50393972.92","33373492","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/oiim",
"OVLY","Oak Valley Bancorp (CA)","19.9","163089634.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ovly",
"OCSL","Oaktree Specialty Lending Corporation","5.22","735814598.22","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ocsl",
"OCSLL","Oaktree Specialty Lending Corporation","25.05","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ocsll",
"OCSI","Oaktree Strategic Income Corporation","8.32","245163509.76","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ocsi",
"OASM","Oasmia Pharmaceutical AB","2.2416","1321970.1504","589744","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/oasm",
"OBLN","Obalon Therapeutics, Inc.","0.4685","11011073.044","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/obln",
"OBSV","ObsEva SA","13.38","581279529.18","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/obsv",
"OBCI","Ocean Bio-Chem, Inc.","2.99","28004695.81","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/obci",
"OPTT","Ocean Power Technologies, Inc.","2.54","7087773.48","n/a","2007","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/optt",
"OCFC","OceanFirst Financial Corp.","24.62","1265426195.24","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ocfc",
"OFED","Oconee Federal Financial Corp.","26.44","152305901.4","n/a","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ofed",
"OCUL","Ocular Therapeutix, Inc.","3.64","155925122.08","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ocul",
"ODT","Odonate Therapeutics, Inc.","21.4","572507116.6","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/odt",
"OMEX","Odyssey Marine Exploration, Inc.","6.41","59114295.59","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/omex",
"ODP","Office Depot, Inc.","2.46","1336347303.06","n/a","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/odp",
"OPI","Office Properties Income Trust","27.37","1316275385.11","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/opi",
"OPINI","Office Properties Income Trust","24.86","0","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/opini",
"OFS","OFS Capital Corporation","12.12","161890924.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ofs",
"OFSSL","OFS Capital Corporation","25.15","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ofssl",
"OFSSZ","OFS Capital Corporation","25.25","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ofssz",
"OCCI","OFS Credit Company, Inc.","18.7669","47011609.9732","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/occi",
"OCCIP","OFS Credit Company, Inc.","25.15","20120000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/occip",
"OHAI","OHA Investment Corporation","1.23","24812042.16","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ohai",
"OVBC","Ohio Valley Banc Corp.","39.82","189489801.38","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ovbc",
"OHRP","Ohr Pharmaceutical, Inc.","2.2733","6431729.4784","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ohrp",
"OKTA","Okta, Inc.","91.94","10317995461.1","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/okta",
"ODFL","Old Dominion Freight Line, Inc.","155.23","12593349643.05","n/a","1991","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/odfl",
"OLBK","Old Line Bancshares, Inc.","26.18","446191813.76","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/olbk",
"ONB","Old National Bancorp","16.87","2960357519.56","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/onb",
"OPOF","Old Point Financial Corporation","21.15","109665943.65","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/opof",
"OSBC","Old Second Bancorp, Inc.","13.24","395743401.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/osbc",
"OSBCP","Old Second Bancorp, Inc.","10.751","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/osbcp",
"OLLI","Ollie&#39;s Bargain Outlet Holdings, Inc.","92.77","5862357927.53","n/a","2015","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/olli",
"ZEUS","Olympic Steel, Inc.","15.83","174262956.17","n/a","1994","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/zeus",
"OFLX","Omega Flex, Inc.","86.49","872841684.78","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/oflx",
"OMER","Omeros Corporation","18.52","907697332.2","n/a","2009","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/omer",
"OMCL","Omnicell, Inc.","71.38","2941015391.54","n/a","2001","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/omcl",
"ON","ON Semiconductor Corporation","22.62","9319376618.76","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/on",
"OTIV","On Track Innovations Ltd","0.6224","25701620.2448","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/otiv",
"ONCY","Oncolytics Biotech Inc.","1.93","35201903.04","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/oncy",
"OMED","OncoMed Pharmaceuticals, Inc.","0.9399","36364814.6511","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/omed",
"ONTX","Onconova Therapeutics, Inc.","3.7817","22293136.6268","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ontx",
"ONTXW","Onconova Therapeutics, Inc.","0.189","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ontxw",
"ONCS","OncoSec Medical Incorporated","0.5726","37797777.2088","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/oncs",
"OSS","One Stop Systems, Inc.","2.44","34819453.92","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/oss",
"OSPN","OneSpan Inc.","16.81","675951852.14","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ospn",
"OSW","OneSpaWorld Holdings Limited","13.77","841598963.46","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/osw",
"OPBK","OP Bancorp","9.1","142729705.3","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/opbk",
